occupancy_date,shelter_city,sector,total_occupancy,total_capacity
2017-08-17,North York,Youth,73,73
2017-08-17,Scarborough,Co-ed,63,67
2017-08-17,Toronto,Co-ed,415,559
2017-08-17,Toronto,Families,1630,1711
2017-08-17,Toronto,Men,1664,1729
2017-08-17,Toronto,Women,691,697
2017-08-17,Toronto,Youth,381,392
2017-08-18,Etobicoke,Youth,52,53
2017-08-18,North York,Youth,73,73
2017-08-18,Scarborough,Co-ed,67,67
2017-08-18,Toronto,Co-ed,414,559
2017-08-18,Toronto,Families,1641,1711
2017-08-18,Toronto,Men,1657,1729
2017-08-18,Toronto,Women,691,697
2017-08-18,Toronto,Youth,383,392
2017-08-19,Etobicoke,Youth,52,53
2017-08-19,North York,Youth,71,73
2017-08-19,Scarborough,Co-ed,66,67
2017-08-19,Toronto,Co-ed,496,559
2017-08-19,Toronto,Families,1642,1711
2017-08-19,Toronto,Men,1656,1729
2017-08-19,Toronto,Women,689,697
2017-08-19,Toronto,Youth,381,392
2017-08-20,Etobicoke,Youth,52,53
2017-08-20,North York,Youth,72,73
2017-08-20,Scarborough,Co-ed,66,67
2017-08-20,Toronto,Co-ed,499,559
2017-08-20,Toronto,Families,1651,1711
2017-08-20,Toronto,Men,1658,1729
2017-08-20,Toronto,Women,690,697
2017-08-20,Toronto,Youth,378,392
2017-08-21,Etobicoke,Youth,50,53
2017-08-21,North York,Youth,71,73
2017-08-21,Scarborough,Co-ed,67,67
2017-08-21,Toronto,Co-ed,414,559
2017-08-21,Toronto,Families,1657,1711
2017-08-21,Toronto,Men,1658,1729
2017-08-21,Toronto,Women,689,697
2017-08-21,Toronto,Youth,383,392
2017-08-22,Etobicoke,Youth,53,53
2017-08-22,North York,Youth,72,73
2017-08-22,Scarborough,Co-ed,67,67
2017-08-22,Toronto,Co-ed,412,559
2017-08-22,Toronto,Families,1666,1711
2017-08-22,Toronto,Men,1671,1729
2017-08-22,Toronto,Women,686,697
2017-08-22,Toronto,Youth,382,392
2017-08-23,Etobicoke,Youth,52,53
2017-08-23,North York,Youth,72,73
2017-08-23,Scarborough,Co-ed,67,67
2017-08-23,Toronto,Co-ed,414,559
2017-08-23,Toronto,Families,1668,1711
2017-08-23,Toronto,Men,1674,1729
2017-08-23,Toronto,Women,687,697
2017-08-23,Toronto,Youth,380,392
2017-08-24,Etobicoke,Youth,53,53
2017-08-24,North York,Youth,73,73
2017-08-24,Scarborough,Co-ed,67,67
2017-08-24,Toronto,Co-ed,415,559
2017-08-24,Toronto,Families,1679,1711
2017-08-24,Toronto,Men,1671,1729
2017-08-24,Toronto,Women,696,697
2017-08-24,Toronto,Youth,383,392
2017-08-25,Etobicoke,Youth,53,53
2017-08-25,North York,Youth,72,73
2017-08-25,Scarborough,Co-ed,67,67
2017-08-25,Toronto,Co-ed,416,559
2017-08-25,Toronto,Families,1683,1711
2017-08-25,Toronto,Men,1655,1729
2017-08-25,Toronto,Women,685,697
2017-08-25,Toronto,Youth,381,392
2017-08-26,Etobicoke,Youth,53,53
2017-08-26,North York,Youth,72,73
2017-08-26,Scarborough,Co-ed,67,67
2017-08-26,Toronto,Co-ed,501,559
2017-08-26,Toronto,Families,1683,1711
2017-08-26,Toronto,Men,1668,1729
2017-08-26,Toronto,Women,685,697
2017-08-26,Toronto,Youth,384,392
2017-08-27,Etobicoke,Youth,50,53
2017-08-27,North York,Youth,73,73
2017-08-27,Scarborough,Co-ed,66,67
2017-08-27,Toronto,Co-ed,497,559
2017-08-27,Toronto,Families,1691,1711
2017-08-27,Toronto,Men,1652,1729
2017-08-27,Toronto,Women,685,697
2017-08-27,Toronto,Youth,378,392
2017-08-28,Etobicoke,Youth,53,53
2017-08-28,North York,Youth,72,73
2017-08-28,Scarborough,Co-ed,66,67
2017-08-28,Toronto,Co-ed,416,559
2017-08-28,Toronto,Families,1677,1711
2017-08-28,Toronto,Men,1661,1729
2017-08-28,Toronto,Women,689,697
2017-08-28,Toronto,Youth,370,392
2017-08-29,Etobicoke,Youth,53,53
2017-08-29,North York,Youth,73,73
2017-08-29,Scarborough,Co-ed,67,67
2017-08-29,Toronto,Co-ed,416,559
2017-08-29,Toronto,Families,1692,1711
2017-08-29,Toronto,Men,1655,1729
2017-08-29,Toronto,Women,684,697
2017-08-29,Toronto,Youth,368,392
2017-08-30,Etobicoke,Youth,52,53
2017-08-30,North York,Youth,71,73
2017-08-30,Scarborough,Co-ed,65,67
2017-08-30,Toronto,Co-ed,410,559
2017-08-30,Toronto,Families,1706,1711
2017-08-30,Toronto,Men,1660,1729
2017-08-30,Toronto,Women,688,697
2017-08-30,Toronto,Youth,380,392
2017-08-31,Etobicoke,Youth,53,53
2017-08-31,North York,Youth,73,73
2017-08-31,Scarborough,Co-ed,66,67
2017-08-31,Toronto,Co-ed,413,559
2017-08-31,Toronto,Families,1687,1711
2017-08-31,Toronto,Men,1647,1729
2017-08-31,Toronto,Women,691,697
2017-08-31,Toronto,Youth,378,392
2017-09-01,Etobicoke,Youth,52,53
2017-09-01,North York,Youth,72,73
2017-09-01,Scarborough,Co-ed,67,67
2017-09-01,Scarborough,Youth,0,0
2017-09-01,Toronto,Co-ed,395,515
2017-09-01,Toronto,Families,1040,1150
2017-09-01,Toronto,Men,1602,1706
2017-09-01,Toronto,Women,654,697
2017-09-01,Toronto,Youth,379,392
2017-09-02,Etobicoke,Youth,51,53
2017-09-02,North York,Youth,73,73
2017-09-02,Scarborough,Co-ed,66,67
2017-09-02,Scarborough,Youth,0,0
2017-09-02,Toronto,Co-ed,387,515
2017-09-02,Toronto,Families,1077,1156
2017-09-02,Toronto,Men,1696,1772
2017-09-02,Toronto,Women,655,697
2017-09-02,Toronto,Youth,377,392
2017-09-03,Etobicoke,Youth,52,53
2017-09-03,North York,Youth,71,73
2017-09-03,Scarborough,Co-ed,67,67
2017-09-03,Scarborough,Youth,0,0
2017-09-03,Toronto,Co-ed,392,515
2017-09-03,Toronto,Families,1152,1156
2017-09-03,Toronto,Men,1677,1780
2017-09-03,Toronto,Women,668,685
2017-09-03,Toronto,Youth,381,392
2017-09-04,Etobicoke,Youth,52,53
2017-09-04,North York,Youth,73,73
2017-09-04,Scarborough,Co-ed,65,67
2017-09-04,Scarborough,Youth,0,0
2017-09-04,Toronto,Co-ed,504,545
2017-09-04,Toronto,Families,1209,1331
2017-09-04,Toronto,Men,1665,1792
2017-09-04,Toronto,Women,663,685
2017-09-04,Toronto,Youth,376,392
2017-09-05,Etobicoke,Youth,49,53
2017-09-05,North York,Youth,73,73
2017-09-05,Scarborough,Co-ed,67,67
2017-09-05,Scarborough,Youth,0,0
2017-09-05,Toronto,Co-ed,422,555
2017-09-05,Toronto,Families,1339,1382
2017-09-05,Toronto,Men,1724,1788
2017-09-05,Toronto,Women,683,697
2017-09-05,Toronto,Youth,378,392
2017-09-06,Etobicoke,Youth,52,53
2017-09-06,North York,Youth,69,73
2017-09-06,Scarborough,Co-ed,67,67
2017-09-06,Scarborough,Youth,0,0
2017-09-06,Toronto,Co-ed,418,555
2017-09-06,Toronto,Families,1468,1582
2017-09-06,Toronto,Men,1684,1745
2017-09-06,Toronto,Women,686,697
2017-09-06,Toronto,Youth,370,392
2017-09-07,Etobicoke,Youth,51,53
2017-09-07,North York,Youth,71,73
2017-09-07,Scarborough,Co-ed,65,67
2017-09-07,Scarborough,Youth,0,0
2017-09-07,Toronto,Co-ed,503,559
2017-09-07,Toronto,Families,1533,1582
2017-09-07,Toronto,Men,1638,1751
2017-09-07,Toronto,Women,691,707
2017-09-07,Toronto,Youth,376,392
2017-09-08,Etobicoke,Youth,52,53
2017-09-08,North York,Youth,72,73
2017-09-08,Scarborough,Co-ed,66,67
2017-09-08,Toronto,Co-ed,413,559
2017-09-08,Toronto,Families,1651,1711
2017-09-08,Toronto,Men,1652,1739
2017-09-08,Toronto,Women,688,697
2017-09-08,Toronto,Youth,378,392
2017-09-09,Etobicoke,Youth,52,53
2017-09-09,North York,Youth,72,73
2017-09-09,Scarborough,Co-ed,67,67
2017-09-09,Toronto,Co-ed,488,551
2017-09-09,Toronto,Families,1695,1711
2017-09-09,Toronto,Men,1669,1729
2017-09-09,Toronto,Women,691,696
2017-09-09,Toronto,Youth,381,392
2017-09-10,Etobicoke,Youth,50,53
2017-09-10,North York,Youth,68,73
2017-09-10,Scarborough,Co-ed,67,67
2017-09-10,Toronto,Co-ed,410,519
2017-09-10,Toronto,Families,1801,1821
2017-09-10,Toronto,Men,1702,1751
2017-09-10,Toronto,Women,704,726
2017-09-10,Toronto,Youth,385,392
2017-09-11,Etobicoke,Youth,50,53
2017-09-11,North York,Youth,73,73
2017-09-11,Scarborough,Co-ed,67,67
2017-09-11,Toronto,Co-ed,404,504
2017-09-11,Toronto,Families,1919,1941
2017-09-11,Toronto,Men,1745,1815
2017-09-11,Toronto,Women,715,727
2017-09-11,Toronto,Youth,384,392
2017-09-12,Etobicoke,Youth,51,53
2017-09-12,North York,Youth,70,73
2017-09-12,Scarborough,Co-ed,67,67
2017-09-12,Toronto,Co-ed,497,519
2017-09-12,Toronto,Families,1904,1927
2017-09-12,Toronto,Men,1710,1814
2017-09-12,Toronto,Women,711,731
2017-09-12,Toronto,Youth,380,392
2017-09-13,Etobicoke,Youth,53,53
2017-09-13,North York,Youth,73,73
2017-09-13,Scarborough,Co-ed,65,67
2017-09-13,Toronto,Co-ed,407,543
2017-09-13,Toronto,Families,1722,1711
2017-09-13,Toronto,Men,1671,1729
2017-09-13,Toronto,Women,688,696
2017-09-13,Toronto,Youth,382,392
2017-09-14,Etobicoke,Youth,52,53
2017-09-14,North York,Youth,73,73
2017-09-14,Scarborough,Co-ed,67,67
2017-09-14,Toronto,Co-ed,405,543
2017-09-14,Toronto,Families,1718,1711
2017-09-14,Toronto,Men,1670,1729
2017-09-14,Toronto,Women,691,696
2017-09-14,Toronto,Youth,378,392
2017-09-15,Etobicoke,Youth,52,53
2017-09-15,North York,Youth,73,73
2017-09-15,Scarborough,Co-ed,67,67
2017-09-15,Toronto,Co-ed,403,543
2017-09-15,Toronto,Families,1720,1711
2017-09-15,Toronto,Men,1680,1729
2017-09-15,Toronto,Women,684,696
2017-09-15,Toronto,Youth,381,392
2017-09-16,Etobicoke,Youth,51,53
2017-09-16,North York,Youth,73,73
2017-09-16,Scarborough,Co-ed,67,67
2017-09-16,Toronto,Co-ed,485,543
2017-09-16,Toronto,Families,1721,1711
2017-09-16,Toronto,Men,1672,1729
2017-09-16,Toronto,Women,686,696
2017-09-16,Toronto,Youth,384,392
2017-09-17,Etobicoke,Youth,52,53
2017-09-17,North York,Youth,73,73
2017-09-17,Scarborough,Co-ed,67,67
2017-09-17,Toronto,Co-ed,489,543
2017-09-17,Toronto,Families,1723,1711
2017-09-17,Toronto,Men,1679,1729
2017-09-17,Toronto,Women,688,696
2017-09-17,Toronto,Youth,387,392
2017-09-18,Etobicoke,Youth,52,53
2017-09-18,North York,Youth,73,73
2017-09-18,Scarborough,Co-ed,67,67
2017-09-18,Toronto,Co-ed,407,543
2017-09-18,Toronto,Families,1735,1711
2017-09-18,Toronto,Men,1660,1729
2017-09-18,Toronto,Women,686,696
2017-09-18,Toronto,Youth,385,392
2017-09-19,Etobicoke,Youth,50,53
2017-09-19,North York,Youth,73,73
2017-09-19,Scarborough,Co-ed,66,67
2017-09-19,Toronto,Co-ed,408,543
2017-09-19,Toronto,Families,1727,1711
2017-09-19,Toronto,Men,1676,1729
2017-09-19,Toronto,Women,686,696
2017-09-19,Toronto,Youth,383,392
2017-09-20,Etobicoke,Youth,53,53
2017-09-20,North York,Youth,71,73
2017-09-20,Scarborough,Co-ed,67,67
2017-09-20,Toronto,Co-ed,409,535
2017-09-20,Toronto,Families,1733,1711
2017-09-20,Toronto,Men,1675,1729
2017-09-20,Toronto,Women,687,696
2017-09-20,Toronto,Youth,382,392
2017-09-21,Etobicoke,Youth,53,53
2017-09-21,North York,Youth,73,73
2017-09-21,Scarborough,Co-ed,66,67
2017-09-21,Toronto,Co-ed,406,535
2017-09-21,Toronto,Families,1738,1791
2017-09-21,Toronto,Men,1681,1729
2017-09-21,Toronto,Women,684,696
2017-09-21,Toronto,Youth,385,392
2017-09-22,Etobicoke,Youth,52,53
2017-09-22,North York,Youth,72,73
2017-09-22,Scarborough,Co-ed,67,67
2017-09-22,Toronto,Co-ed,408,535
2017-09-22,Toronto,Families,1730,1791
2017-09-22,Toronto,Men,1683,1739
2017-09-22,Toronto,Women,688,696
2017-09-22,Toronto,Youth,387,392
2017-09-23,Etobicoke,Youth,52,53
2017-09-23,North York,Youth,73,73
2017-09-23,Scarborough,Co-ed,66,67
2017-09-23,Toronto,Co-ed,490,535
2017-09-23,Toronto,Families,1729,1791
2017-09-23,Toronto,Men,1669,1739
2017-09-23,Toronto,Women,687,696
2017-09-23,Toronto,Youth,386,392
2017-09-24,Etobicoke,Youth,52,53
2017-09-24,North York,Youth,73,73
2017-09-24,Scarborough,Co-ed,67,67
2017-09-24,Toronto,Co-ed,486,535
2017-09-24,Toronto,Families,1729,1791
2017-09-24,Toronto,Men,1681,1739
2017-09-24,Toronto,Women,687,696
2017-09-24,Toronto,Youth,386,392
2017-09-25,Etobicoke,Youth,52,53
2017-09-25,North York,Youth,73,73
2017-09-25,Scarborough,Co-ed,66,67
2017-09-25,Toronto,Co-ed,409,535
2017-09-25,Toronto,Families,1732,1791
2017-09-25,Toronto,Men,1688,1739
2017-09-25,Toronto,Women,692,696
2017-09-25,Toronto,Youth,386,392
2017-09-26,Etobicoke,Youth,51,53
2017-09-26,North York,Youth,73,73
2017-09-26,Scarborough,Co-ed,67,67
2017-09-26,Toronto,Co-ed,408,535
2017-09-26,Toronto,Families,1755,1791
2017-09-26,Toronto,Men,1675,1739
2017-09-26,Toronto,Women,690,696
2017-09-26,Toronto,Youth,388,392
2017-09-27,Etobicoke,Youth,52,53
2017-09-27,North York,Youth,72,73
2017-09-27,Scarborough,Co-ed,67,67
2017-09-27,Toronto,Co-ed,407,527
2017-09-27,Toronto,Families,1772,1791
2017-09-27,Toronto,Men,1676,1739
2017-09-27,Toronto,Women,685,696
2017-09-27,Toronto,Youth,388,392
2017-09-28,Etobicoke,Youth,53,53
2017-09-28,North York,Youth,73,73
2017-09-28,Scarborough,Co-ed,67,67
2017-09-28,Toronto,Co-ed,407,527
2017-09-28,Toronto,Families,1789,1821
2017-09-28,Toronto,Men,1692,1739
2017-09-28,Toronto,Women,683,696
2017-09-28,Toronto,Youth,387,392
2017-09-29,Etobicoke,Youth,53,53
2017-09-29,North York,Youth,72,73
2017-09-29,Scarborough,Co-ed,67,67
2017-09-29,Toronto,Co-ed,409,527
2017-09-29,Toronto,Families,1777,1821
2017-09-29,Toronto,Men,1676,1739
2017-09-29,Toronto,Women,685,696
2017-09-29,Toronto,Youth,388,392
2017-09-30,Etobicoke,Youth,53,53
2017-09-30,North York,Youth,71,73
2017-09-30,Scarborough,Co-ed,67,67
2017-09-30,Toronto,Co-ed,484,527
2017-09-30,Toronto,Families,1776,1821
2017-09-30,Toronto,Men,1674,1739
2017-09-30,Toronto,Women,681,696
2017-09-30,Toronto,Youth,388,392
2017-10-01,Etobicoke,Youth,53,53
2017-10-01,North York,Youth,70,73
2017-10-01,Scarborough,Co-ed,67,67
2017-10-01,Scarborough,Youth,0,0
2017-10-01,Toronto,Co-ed,393,515
2017-10-01,Toronto,Families,1043,1150
2017-10-01,Toronto,Men,1609,1716
2017-10-01,Toronto,Women,653,697
2017-10-01,Toronto,Youth,375,392
2017-10-02,Etobicoke,Youth,51,53
2017-10-02,North York,Youth,71,73
2017-10-02,Scarborough,Co-ed,67,67
2017-10-02,Scarborough,Youth,0,0
2017-10-02,Toronto,Co-ed,473,515
2017-10-02,Toronto,Families,1089,1156
2017-10-02,Toronto,Men,1677,1772
2017-10-02,Toronto,Women,650,697
2017-10-02,Toronto,Youth,375,392
2017-10-03,Etobicoke,Youth,53,53
2017-10-03,North York,Youth,71,73
2017-10-03,Scarborough,Co-ed,66,67
2017-10-03,Scarborough,Youth,0,0
2017-10-03,Toronto,Co-ed,476,515
2017-10-03,Toronto,Families,1155,1156
2017-10-03,Toronto,Men,1693,1780
2017-10-03,Toronto,Women,671,685
2017-10-03,Toronto,Youth,377,392
2017-10-04,Etobicoke,Youth,53,53
2017-10-04,North York,Youth,69,73
2017-10-04,Scarborough,Co-ed,67,67
2017-10-04,Scarborough,Youth,0,0
2017-10-04,Toronto,Co-ed,421,545
2017-10-04,Toronto,Families,1236,1331
2017-10-04,Toronto,Men,1678,1792
2017-10-04,Toronto,Women,667,685
2017-10-04,Toronto,Youth,377,392
2017-10-05,Etobicoke,Youth,52,53
2017-10-05,North York,Youth,73,73
2017-10-05,Scarborough,Co-ed,67,67
2017-10-05,Scarborough,Youth,0,0
2017-10-05,Toronto,Co-ed,422,555
2017-10-05,Toronto,Families,1356,1382
2017-10-05,Toronto,Men,1722,1788
2017-10-05,Toronto,Women,681,697
2017-10-05,Toronto,Youth,385,392
2017-10-06,Etobicoke,Youth,51,53
2017-10-06,North York,Youth,69,73
2017-10-06,Scarborough,Co-ed,67,67
2017-10-06,Scarborough,Youth,0,0
2017-10-06,Toronto,Co-ed,500,555
2017-10-06,Toronto,Families,1469,1582
2017-10-06,Toronto,Men,1676,1745
2017-10-06,Toronto,Women,688,697
2017-10-06,Toronto,Youth,369,392
2017-10-07,Etobicoke,Youth,53,53
2017-10-07,North York,Youth,72,73
2017-10-07,Scarborough,Co-ed,67,67
2017-10-07,Scarborough,Youth,0,0
2017-10-07,Toronto,Co-ed,419,559
2017-10-07,Toronto,Families,1516,1582
2017-10-07,Toronto,Men,1661,1747
2017-10-07,Toronto,Women,689,707
2017-10-07,Toronto,Youth,374,392
2017-10-08,Etobicoke,Youth,52,53
2017-10-08,North York,Youth,73,73
2017-10-08,Scarborough,Co-ed,65,67
2017-10-08,Toronto,Co-ed,415,559
2017-10-08,Toronto,Families,1642,1711
2017-10-08,Toronto,Men,1651,1729
2017-10-08,Toronto,Women,689,697
2017-10-08,Toronto,Youth,384,392
2017-10-09,Etobicoke,Youth,53,53
2017-10-09,North York,Youth,73,73
2017-10-09,Scarborough,Co-ed,67,67
2017-10-09,Toronto,Co-ed,489,551
2017-10-09,Toronto,Families,1705,1711
2017-10-09,Toronto,Men,1674,1729
2017-10-09,Toronto,Women,687,696
2017-10-09,Toronto,Youth,383,392
2017-10-10,Etobicoke,Youth,51,53
2017-10-10,North York,Youth,72,73
2017-10-10,Scarborough,Co-ed,67,67
2017-10-10,Toronto,Co-ed,410,519
2017-10-10,Toronto,Families,1805,1861
2017-10-10,Toronto,Men,1691,1751
2017-10-10,Toronto,Women,703,726
2017-10-10,Toronto,Youth,387,392
2017-10-11,Etobicoke,Youth,50,53
2017-10-11,North York,Youth,71,73
2017-10-11,Scarborough,Co-ed,67,67
2017-10-11,Toronto,Co-ed,488,504
2017-10-11,Toronto,Families,1911,1941
2017-10-11,Toronto,Men,1739,1815
2017-10-11,Toronto,Women,714,727
2017-10-11,Toronto,Youth,389,392
2017-10-12,Etobicoke,Youth,51,53
2017-10-12,North York,Youth,72,73
2017-10-12,Scarborough,Co-ed,66,67
2017-10-12,Toronto,Co-ed,488,519
2017-10-12,Toronto,Families,1896,1927
2017-10-12,Toronto,Men,1711,1814
2017-10-12,Toronto,Women,712,731
2017-10-12,Toronto,Youth,378,392
2017-10-13,Etobicoke,Youth,50,53
2017-10-13,North York,Youth,72,73
2017-10-13,Scarborough,Co-ed,66,67
2017-10-13,Toronto,Co-ed,489,519
2017-10-13,Toronto,Families,1812,1861
2017-10-13,Toronto,Men,1668,1751
2017-10-13,Toronto,Women,703,727
2017-10-13,Toronto,Youth,387,392
2017-10-14,Etobicoke,Youth,51,53
2017-10-14,North York,Youth,72,73
2017-10-14,Scarborough,Co-ed,66,67
2017-10-14,Toronto,Co-ed,491,519
2017-10-14,Toronto,Families,1818,1861
2017-10-14,Toronto,Men,1684,1751
2017-10-14,Toronto,Women,707,727
2017-10-14,Toronto,Youth,389,392
2017-10-15,Etobicoke,Youth,51,53
2017-10-15,North York,Youth,73,73
2017-10-15,Scarborough,Co-ed,67,67
2017-10-15,Toronto,Co-ed,490,519
2017-10-15,Toronto,Families,1805,1861
2017-10-15,Toronto,Men,1712,1751
2017-10-15,Toronto,Women,711,727
2017-10-15,Toronto,Youth,389,392
2017-10-16,Etobicoke,Youth,49,53
2017-10-16,North York,Youth,73,73
2017-10-16,Scarborough,Co-ed,67,67
2017-10-16,Toronto,Co-ed,410,519
2017-10-16,Toronto,Families,1805,1861
2017-10-16,Toronto,Men,1712,1751
2017-10-16,Toronto,Women,712,727
2017-10-16,Toronto,Youth,389,392
2017-10-17,Etobicoke,Youth,51,53
2017-10-17,North York,Youth,72,73
2017-10-17,Scarborough,Co-ed,65,67
2017-10-17,Toronto,Co-ed,411,519
2017-10-17,Toronto,Families,1804,1861
2017-10-17,Toronto,Men,1706,1751
2017-10-17,Toronto,Women,715,727
2017-10-17,Toronto,Youth,384,392
2017-10-18,Etobicoke,Youth,50,53
2017-10-18,North York,Youth,73,73
2017-10-18,Scarborough,Co-ed,66,67
2017-10-18,Toronto,Co-ed,408,519
2017-10-18,Toronto,Families,1813,1861
2017-10-18,Toronto,Men,1711,1751
2017-10-18,Toronto,Women,715,727
2017-10-18,Toronto,Youth,388,392
2017-10-19,Etobicoke,Youth,50,53
2017-10-19,North York,Youth,73,73
2017-10-19,Scarborough,Co-ed,67,67
2017-10-19,Toronto,Co-ed,409,519
2017-10-19,Toronto,Families,1844,1861
2017-10-19,Toronto,Men,1710,1751
2017-10-19,Toronto,Women,715,727
2017-10-19,Toronto,Youth,391,392
2017-10-20,Etobicoke,Youth,50,53
2017-10-20,North York,Youth,70,73
2017-10-20,Scarborough,Co-ed,65,67
2017-10-20,Toronto,Co-ed,484,519
2017-10-20,Toronto,Families,1868,1861
2017-10-20,Toronto,Men,1689,1751
2017-10-20,Toronto,Women,711,727
2017-10-20,Toronto,Youth,390,392
2017-10-21,Etobicoke,Youth,51,53
2017-10-21,North York,Youth,73,73
2017-10-21,Scarborough,Co-ed,67,67
2017-10-21,Toronto,Co-ed,495,519
2017-10-21,Toronto,Families,1873,1861
2017-10-21,Toronto,Men,1695,1751
2017-10-21,Toronto,Women,710,727
2017-10-21,Toronto,Youth,389,392
2017-10-22,Etobicoke,Youth,51,53
2017-10-22,North York,Youth,73,73
2017-10-22,Scarborough,Co-ed,66,67
2017-10-22,Toronto,Co-ed,495,519
2017-10-22,Toronto,Families,1875,1861
2017-10-22,Toronto,Men,1703,1751
2017-10-22,Toronto,Women,713,727
2017-10-22,Toronto,Youth,390,392
2017-10-23,Etobicoke,Youth,52,53
2017-10-23,North York,Youth,73,73
2017-10-23,Scarborough,Co-ed,66,67
2017-10-23,Toronto,Co-ed,410,519
2017-10-23,Toronto,Families,1874,1861
2017-10-23,Toronto,Men,1707,1751
2017-10-23,Toronto,Women,716,727
2017-10-23,Toronto,Youth,390,392
2017-10-24,Etobicoke,Youth,51,53
2017-10-24,North York,Youth,72,73
2017-10-24,Scarborough,Co-ed,67,67
2017-10-24,Toronto,Co-ed,411,519
2017-10-24,Toronto,Families,1886,1901
2017-10-24,Toronto,Men,1705,1751
2017-10-24,Toronto,Women,718,727
2017-10-24,Toronto,Youth,389,392
2017-10-25,Etobicoke,Youth,53,53
2017-10-25,North York,Youth,73,73
2017-10-25,Scarborough,Co-ed,66,67
2017-10-25,Toronto,Co-ed,412,519
2017-10-25,Toronto,Families,1894,1901
2017-10-25,Toronto,Men,1708,1751
2017-10-25,Toronto,Women,716,727
2017-10-25,Toronto,Youth,391,392
2017-10-26,Etobicoke,Youth,52,53
2017-10-26,North York,Youth,73,73
2017-10-26,Scarborough,Co-ed,65,67
2017-10-26,Toronto,Co-ed,413,519
2017-10-26,Toronto,Families,1889,1901
2017-10-26,Toronto,Men,1707,1751
2017-10-26,Toronto,Women,714,727
2017-10-26,Toronto,Youth,388,392
2017-10-27,Etobicoke,Youth,53,53
2017-10-27,North York,Youth,72,73
2017-10-27,Scarborough,Co-ed,65,67
2017-10-27,Toronto,Co-ed,498,519
2017-10-27,Toronto,Families,1896,1901
2017-10-27,Toronto,Men,1682,1751
2017-10-27,Toronto,Women,719,727
2017-10-27,Toronto,Youth,387,392
2017-10-28,Etobicoke,Youth,53,53
2017-10-28,North York,Youth,73,73
2017-10-28,Scarborough,Co-ed,66,67
2017-10-28,Toronto,Co-ed,494,519
2017-10-28,Toronto,Families,1890,1901
2017-10-28,Toronto,Men,1699,1751
2017-10-28,Toronto,Women,719,727
2017-10-28,Toronto,Youth,387,392
2017-10-29,Etobicoke,Youth,51,53
2017-10-29,North York,Youth,73,73
2017-10-29,Scarborough,Co-ed,63,67
2017-10-29,Toronto,Co-ed,491,519
2017-10-29,Toronto,Families,1886,1901
2017-10-29,Toronto,Men,1693,1751
2017-10-29,Toronto,Women,721,727
2017-10-29,Toronto,Youth,386,392
2017-10-30,Etobicoke,Youth,53,53
2017-10-30,North York,Youth,73,73
2017-10-30,Scarborough,Co-ed,64,67
2017-10-30,Toronto,Co-ed,415,519
2017-10-30,Toronto,Families,1888,1901
2017-10-30,Toronto,Men,1708,1751
2017-10-30,Toronto,Women,717,727
2017-10-30,Toronto,Youth,388,392
2017-10-31,Etobicoke,Youth,52,53
2017-10-31,North York,Youth,72,73
2017-10-31,Scarborough,Co-ed,67,67
2017-10-31,Toronto,Co-ed,413,519
2017-10-31,Toronto,Families,1882,1901
2017-10-31,Toronto,Men,1657,1751
2017-10-31,Toronto,Women,713,727
2017-10-31,Toronto,Youth,379,392
2017-11-01,Etobicoke,Youth,52,53
2017-11-01,North York,Youth,73,73
2017-11-01,Scarborough,Co-ed,66,67
2017-11-01,Scarborough,Youth,0,0
2017-11-01,Toronto,Co-ed,393,515
2017-11-01,Toronto,Families,1046,1150
2017-11-01,Toronto,Men,1614,1746
2017-11-01,Toronto,Women,674,697
2017-11-01,Toronto,Youth,379,392
2017-11-02,Etobicoke,Youth,50,53
2017-11-02,North York,Youth,70,73
2017-11-02,Scarborough,Co-ed,67,67
2017-11-02,Scarborough,Youth,0,0
2017-11-02,Toronto,Co-ed,473,515
2017-11-02,Toronto,Families,1090,1156
2017-11-02,Toronto,Men,1668,1772
2017-11-02,Toronto,Women,648,697
2017-11-02,Toronto,Youth,374,392
2017-11-03,Etobicoke,Youth,53,53
2017-11-03,North York,Youth,72,73
2017-11-03,Scarborough,Co-ed,67,67
2017-11-03,Scarborough,Youth,0,0
2017-11-03,Toronto,Co-ed,476,515
2017-11-03,Toronto,Families,1148,1156
2017-11-03,Toronto,Men,1712,1780
2017-11-03,Toronto,Women,673,685
2017-11-03,Toronto,Youth,375,392
2017-11-04,Etobicoke,Youth,53,53
2017-11-04,North York,Youth,73,73
2017-11-04,Scarborough,Co-ed,67,67
2017-11-04,Scarborough,Youth,0,0
2017-11-04,Toronto,Co-ed,421,545
2017-11-04,Toronto,Families,1248,1331
2017-11-04,Toronto,Men,1685,1792
2017-11-04,Toronto,Women,665,685
2017-11-04,Toronto,Youth,381,392
2017-11-05,Etobicoke,Youth,52,53
2017-11-05,North York,Youth,73,73
2017-11-05,Scarborough,Co-ed,67,67
2017-11-05,Scarborough,Youth,0,0
2017-11-05,Toronto,Co-ed,425,555
2017-11-05,Toronto,Families,1359,1382
2017-11-05,Toronto,Men,1718,1788
2017-11-05,Toronto,Women,687,697
2017-11-05,Toronto,Youth,383,392
2017-11-06,Etobicoke,Youth,52,53
2017-11-06,North York,Youth,71,73
2017-11-06,Scarborough,Co-ed,67,67
2017-11-06,Scarborough,Youth,0,0
2017-11-06,Toronto,Co-ed,502,555
2017-11-06,Toronto,Families,1463,1582
2017-11-06,Toronto,Men,1671,1745
