occupancy_date,shelter_city,sector,total_occupancy,total_capacity
2017-01-01,Etobicoke,Youth,53,53
2017-01-01,North York,Youth,72,73
2017-01-01,Scarborough,Co-ed,67,67
2017-01-01,Scarborough,Youth,0,0
2017-01-01,Toronto,Co-ed,463,515
2017-01-01,Toronto,Families,1030,1150
2017-01-01,Toronto,Men,1595,1706
2017-01-01,Toronto,Women,641,697
2017-01-01,Toronto,Youth,374,392
2017-01-02,Etobicoke,Youth,52,53
2017-01-02,North York,Youth,68,73
2017-01-02,Scarborough,Co-ed,66,67
2017-01-02,Scarborough,Youth,0,0
2017-01-02,Toronto,Co-ed,392,515
2017-01-02,Toronto,Families,1029,1156
2017-01-02,Toronto,Men,1655,1751
2017-01-02,Toronto,Women,661,697
2017-01-02,Toronto,Youth,376,392
2017-01-03,Etobicoke,Youth,51,53
2017-01-03,North York,Youth,72,73
2017-01-03,Scarborough,Co-ed,66,67
2017-01-03,Scarborough,Youth,0,0
2017-01-03,Toronto,Co-ed,391,515
2017-01-03,Toronto,Families,1118,1156
2017-01-03,Toronto,Men,1664,1780
2017-01-03,Toronto,Women,651,697
2017-01-03,Toronto,Youth,373,392
2017-01-04,Etobicoke,Youth,51,53
2017-01-04,North York,Youth,73,73
2017-01-04,Scarborough,Co-ed,67,67
2017-01-04,Scarborough,Youth,0,0
2017-01-04,Toronto,Co-ed,492,545
2017-01-04,Toronto,Families,1204,1331
2017-01-04,Toronto,Men,1678,1792
2017-01-04,Toronto,Women,661,685
2017-01-04,Toronto,Youth,374,392
2017-01-05,Etobicoke,Youth,51,53
2017-01-05,North York,Youth,73,73
2017-01-05,Scarborough,Co-ed,65,67
2017-01-05,Scarborough,Youth,0,0
2017-01-05,Toronto,Co-ed,423,555
2017-01-05,Toronto,Families,1362,1382
2017-01-05,Toronto,Men,1697,1792
2017-01-05,Toronto,Women,677,697
2017-01-05,Toronto,Youth,381,392
2017-01-06,Etobicoke,Youth,52,53
2017-01-06,North York,Youth,72,73
2017-01-06,Scarborough,Co-ed,67,67
2017-01-06,Scarborough,Youth,0,0
2017-01-06,Toronto,Co-ed,416,555
2017-01-06,Toronto,Families,1467,1442
2017-01-06,Toronto,Men,1679,1775
2017-01-06,Toronto,Women,679,697
2017-01-06,Toronto,Youth,371,392
2017-01-07,Etobicoke,Youth,53,53
2017-01-07,North York,Youth,70,73
2017-01-07,Scarborough,Co-ed,67,67
2017-01-07,Scarborough,Youth,0,0
2017-01-07,Toronto,Co-ed,492,559
2017-01-07,Toronto,Families,1546,1582
2017-01-07,Toronto,Men,1645,1751
2017-01-07,Toronto,Women,692,707
2017-01-07,Toronto,Youth,374,392
2017-01-08,Etobicoke,Youth,51,53
2017-01-08,North York,Youth,73,73
2017-01-08,Scarborough,Co-ed,65,67
2017-01-08,Toronto,Co-ed,420,559
2017-01-08,Toronto,Families,1591,1816
2017-01-08,Toronto,Men,1638,1740
2017-01-08,Toronto,Women,686,697
2017-01-08,Toronto,Youth,387,392
2017-01-09,Etobicoke,Youth,52,53
2017-01-09,North York,Youth,73,73
2017-01-09,Scarborough,Co-ed,65,67
2017-01-09,Toronto,Co-ed,405,559
2017-01-09,Toronto,Families,1679,1711
2017-01-09,Toronto,Men,1659,1729
2017-01-09,Toronto,Women,684,697
2017-01-09,Toronto,Youth,377,392
2017-01-10,Etobicoke,Youth,53,53
2017-01-10,North York,Youth,73,73
2017-01-10,Scarborough,Co-ed,61,67
2017-01-10,Toronto,Co-ed,485,527
2017-01-10,Toronto,Families,1751,1821
2017-01-10,Toronto,Men,1690,1739
2017-01-10,Toronto,Women,677,696
2017-01-10,Toronto,Youth,386,392
2017-01-11,Etobicoke,Youth,53,53
2017-01-11,North York,Youth,72,73
2017-01-11,Scarborough,Co-ed,66,67
2017-01-11,Toronto,Co-ed,412,519
2017-01-11,Toronto,Families,1873,1941
2017-01-11,Toronto,Men,1666,1751
2017-01-11,Toronto,Women,717,727
2017-01-11,Toronto,Youth,385,392
2017-01-12,Etobicoke,Youth,50,53
2017-01-12,North York,Youth,70,73
2017-01-12,Scarborough,Co-ed,65,67
2017-01-12,Toronto,Co-ed,485,517
2017-01-12,Toronto,Families,1922,1927
2017-01-12,Toronto,Men,1685,1814
2017-01-12,Toronto,Women,717,731
2017-01-12,Toronto,Youth,371,392
2017-01-13,Etobicoke,Youth,53,53
2017-01-13,North York,Youth,72,73
2017-01-13,Scarborough,Co-ed,67,67
2017-01-13,Scarborough,Youth,0,0
2017-01-13,Toronto,Co-ed,478,515
2017-01-13,Toronto,Families,1062,1156
2017-01-13,Toronto,Men,1626,1746
2017-01-13,Toronto,Women,670,697
2017-01-13,Toronto,Youth,382,392
2017-01-14,Etobicoke,Youth,52,53
2017-01-14,North York,Youth,71,73
2017-01-14,Scarborough,Co-ed,67,67
2017-01-14,Scarborough,Youth,0,0
2017-01-14,Toronto,Co-ed,477,515
2017-01-14,Toronto,Families,1063,1156
2017-01-14,Toronto,Men,1642,1746
2017-01-14,Toronto,Women,662,697
2017-01-14,Toronto,Youth,377,392
2017-01-15,Etobicoke,Youth,52,53
2017-01-15,North York,Youth,73,73
2017-01-15,Scarborough,Co-ed,67,67
2017-01-15,Scarborough,Youth,0,0
2017-01-15,Toronto,Co-ed,474,515
2017-01-15,Toronto,Families,1064,1156
2017-01-15,Toronto,Men,1638,1746
2017-01-15,Toronto,Women,667,697
2017-01-15,Toronto,Youth,379,392
2017-01-16,Etobicoke,Youth,53,53
2017-01-16,North York,Youth,70,73
2017-01-16,Scarborough,Co-ed,66,67
2017-01-16,Scarborough,Youth,0,0
2017-01-16,Toronto,Co-ed,393,515
2017-01-16,Toronto,Families,1068,1156
2017-01-16,Toronto,Men,1639,1746
2017-01-16,Toronto,Women,667,697
2017-01-16,Toronto,Youth,379,392
2017-01-17,Etobicoke,Youth,52,53
2017-01-17,North York,Youth,70,73
2017-01-17,Scarborough,Co-ed,67,67
2017-01-17,Scarborough,Youth,0,0
2017-01-17,Toronto,Co-ed,394,515
2017-01-17,Toronto,Families,1065,1156
2017-01-17,Toronto,Men,1645,1746
2017-01-17,Toronto,Women,666,697
2017-01-17,Toronto,Youth,379,392
2017-01-18,Etobicoke,Youth,50,53
2017-01-18,North York,Youth,70,73
2017-01-18,Scarborough,Co-ed,65,67
2017-01-18,Scarborough,Youth,0,0
2017-01-18,Toronto,Co-ed,393,515
2017-01-18,Toronto,Families,1076,1156
2017-01-18,Toronto,Men,1660,1746
2017-01-18,Toronto,Women,669,697
2017-01-18,Toronto,Youth,381,392
2017-01-19,Etobicoke,Youth,51,53
2017-01-19,North York,Youth,70,73
2017-01-19,Scarborough,Co-ed,65,67
2017-01-19,Scarborough,Youth,0,0
2017-01-19,Toronto,Co-ed,394,515
2017-01-19,Toronto,Families,1078,1156
2017-01-19,Toronto,Men,1656,1746
2017-01-19,Toronto,Women,665,697
2017-01-19,Toronto,Youth,380,392
2017-01-20,Etobicoke,Youth,49,53
2017-01-20,North York,Youth,70,73
2017-01-20,Scarborough,Co-ed,65,67
2017-01-20,Scarborough,Youth,0,0
2017-01-20,Toronto,Co-ed,478,515
2017-01-20,Toronto,Families,1067,1156
2017-01-20,Toronto,Men,1666,1746
2017-01-20,Toronto,Women,662,697
2017-01-20,Toronto,Youth,375,392
2017-01-21,Etobicoke,Youth,50,53
2017-01-21,North York,Youth,72,73
2017-01-21,Scarborough,Co-ed,66,67
2017-01-21,Scarborough,Youth,0,0
2017-01-21,Toronto,Co-ed,478,515
2017-01-21,Toronto,Families,1064,1156
2017-01-21,Toronto,Men,1649,1746
2017-01-21,Toronto,Women,660,697
2017-01-21,Toronto,Youth,377,392
2017-01-22,Etobicoke,Youth,49,53
2017-01-22,North York,Youth,71,73
2017-01-22,Scarborough,Co-ed,63,67
2017-01-22,Scarborough,Youth,0,0
2017-01-22,Toronto,Co-ed,476,515
2017-01-22,Toronto,Families,1066,1156
2017-01-22,Toronto,Men,1668,1746
2017-01-22,Toronto,Women,662,697
2017-01-22,Toronto,Youth,369,392
2017-01-23,Etobicoke,Youth,51,53
2017-01-23,North York,Youth,71,73
2017-01-23,Scarborough,Co-ed,65,67
2017-01-23,Scarborough,Youth,0,0
2017-01-23,Toronto,Co-ed,393,515
2017-01-23,Toronto,Families,1068,1156
2017-01-23,Toronto,Men,1674,1746
2017-01-23,Toronto,Women,660,697
2017-01-23,Toronto,Youth,372,392
2017-01-24,Etobicoke,Youth,51,53
2017-01-24,North York,Youth,69,73
2017-01-24,Scarborough,Co-ed,64,67
2017-01-24,Scarborough,Youth,0,0
2017-01-24,Toronto,Co-ed,395,515
2017-01-24,Toronto,Families,1071,1156
2017-01-24,Toronto,Men,1674,1746
2017-01-24,Toronto,Women,661,697
2017-01-24,Toronto,Youth,376,392
2017-01-25,Etobicoke,Youth,51,53
2017-01-25,North York,Youth,70,73
2017-01-25,Scarborough,Co-ed,64,67
2017-01-25,Scarborough,Youth,0,0
2017-01-25,Toronto,Co-ed,393,515
2017-01-25,Toronto,Families,1067,1156
2017-01-25,Toronto,Men,1671,1756
2017-01-25,Toronto,Women,668,697
2017-01-25,Toronto,Youth,380,392
2017-01-26,Etobicoke,Youth,50,53
2017-01-26,North York,Youth,68,73
2017-01-26,Scarborough,Co-ed,66,67
2017-01-26,Scarborough,Youth,0,0
2017-01-26,Toronto,Co-ed,394,515
2017-01-26,Toronto,Families,1071,1156
2017-01-26,Toronto,Men,1666,1756
2017-01-26,Toronto,Women,656,697
2017-01-26,Toronto,Youth,378,392
2017-01-27,Etobicoke,Youth,49,53
2017-01-27,North York,Youth,68,73
2017-01-27,Scarborough,Co-ed,67,67
2017-01-27,Scarborough,Youth,0,0
2017-01-27,Toronto,Co-ed,477,515
2017-01-27,Toronto,Families,1071,1156
2017-01-27,Toronto,Men,1639,1756
2017-01-27,Toronto,Women,656,697
2017-01-27,Toronto,Youth,375,392
2017-01-28,Etobicoke,Youth,51,53
2017-01-28,North York,Youth,68,73
2017-01-28,Scarborough,Co-ed,67,67
2017-01-28,Scarborough,Youth,0,0
2017-01-28,Toronto,Co-ed,477,515
2017-01-28,Toronto,Families,1073,1156
2017-01-28,Toronto,Men,1645,1756
2017-01-28,Toronto,Women,662,697
2017-01-28,Toronto,Youth,373,392
2017-01-29,Etobicoke,Youth,51,53
2017-01-29,North York,Youth,68,73
2017-01-29,Scarborough,Co-ed,66,67
2017-01-29,Scarborough,Youth,0,0
2017-01-29,Toronto,Co-ed,473,515
2017-01-29,Toronto,Families,1073,1156
2017-01-29,Toronto,Men,1654,1756
2017-01-29,Toronto,Women,663,697
2017-01-29,Toronto,Youth,376,392
2017-01-30,Etobicoke,Youth,52,53
2017-01-30,North York,Youth,69,73
2017-01-30,Scarborough,Co-ed,64,67
2017-01-30,Scarborough,Youth,0,0
2017-01-30,Toronto,Co-ed,395,515
2017-01-30,Toronto,Families,1063,1156
2017-01-30,Toronto,Men,1669,1761
2017-01-30,Toronto,Women,662,697
2017-01-30,Toronto,Youth,376,392
2017-01-31,Etobicoke,Youth,51,53
2017-01-31,North York,Youth,69,73
2017-01-31,Scarborough,Co-ed,67,67
2017-01-31,Scarborough,Youth,0,0
2017-01-31,Toronto,Co-ed,395,515
2017-01-31,Toronto,Families,1062,1156
2017-01-31,Toronto,Men,1642,1746
2017-01-31,Toronto,Women,663,697
2017-01-31,Toronto,Youth,378,392
2017-02-01,Etobicoke,Youth,53,53
2017-02-01,North York,Youth,71,73
2017-02-01,Scarborough,Co-ed,64,67
2017-02-01,Scarborough,Youth,0,0
2017-02-01,Toronto,Co-ed,457,515
2017-02-01,Toronto,Families,1033,1150
2017-02-01,Toronto,Men,1599,1706
2017-02-01,Toronto,Women,635,697
2017-02-01,Toronto,Youth,377,392
2017-02-02,Etobicoke,Youth,52,53
2017-02-02,North York,Youth,70,73
2017-02-02,Scarborough,Co-ed,67,67
2017-02-02,Scarborough,Youth,0,0
2017-02-02,Toronto,Co-ed,389,515
2017-02-02,Toronto,Families,1028,1156
2017-02-02,Toronto,Men,1659,1751
2017-02-02,Toronto,Women,665,697
2017-02-02,Toronto,Youth,377,392
2017-02-03,Etobicoke,Youth,52,53
2017-02-03,North York,Youth,73,73
2017-02-03,Scarborough,Co-ed,62,67
2017-02-03,Scarborough,Youth,0,0
2017-02-03,Toronto,Co-ed,391,515
2017-02-03,Toronto,Families,1120,1156
2017-02-03,Toronto,Men,1663,1780
2017-02-03,Toronto,Women,646,697
2017-02-03,Toronto,Youth,372,392
2017-02-04,Etobicoke,Youth,51,53
2017-02-04,North York,Youth,72,73
2017-02-04,Scarborough,Co-ed,67,67
2017-02-04,Scarborough,Youth,0,0
2017-02-04,Toronto,Co-ed,487,545
2017-02-04,Toronto,Families,1198,1331
2017-02-04,Toronto,Men,1647,1792
2017-02-04,Toronto,Women,664,685
2017-02-04,Toronto,Youth,372,392
2017-02-05,Etobicoke,Youth,52,53
2017-02-05,North York,Youth,73,73
2017-02-05,Scarborough,Co-ed,67,67
2017-02-05,Scarborough,Youth,0,0
2017-02-05,Toronto,Co-ed,423,555
2017-02-05,Toronto,Families,1354,1382
2017-02-05,Toronto,Men,1697,1792
2017-02-05,Toronto,Women,680,697
2017-02-05,Toronto,Youth,380,392
2017-02-06,Etobicoke,Youth,51,53
2017-02-06,North York,Youth,72,73
2017-02-06,Scarborough,Co-ed,66,67
2017-02-06,Scarborough,Youth,0,0
2017-02-06,Toronto,Co-ed,417,555
2017-02-06,Toronto,Families,1456,1442
2017-02-06,Toronto,Men,1674,1775
2017-02-06,Toronto,Women,676,697
2017-02-06,Toronto,Youth,376,392
2017-02-07,Etobicoke,Youth,53,53
2017-02-07,North York,Youth,72,73
2017-02-07,Scarborough,Co-ed,67,67
2017-02-07,Scarborough,Youth,0,0
2017-02-07,Toronto,Co-ed,504,559
2017-02-07,Toronto,Families,1525,1582
2017-02-07,Toronto,Men,1651,1751
2017-02-07,Toronto,Women,693,707
2017-02-07,Toronto,Youth,379,392
2017-02-08,Etobicoke,Youth,52,53
2017-02-08,North York,Youth,73,73
2017-02-08,Scarborough,Co-ed,61,67
2017-02-08,Toronto,Co-ed,418,559
2017-02-08,Toronto,Families,1605,1816
2017-02-08,Toronto,Men,1617,1739
2017-02-08,Toronto,Women,684,697
2017-02-08,Toronto,Youth,385,392
2017-02-09,Etobicoke,Youth,52,53
2017-02-09,North York,Youth,72,73
2017-02-09,Scarborough,Co-ed,67,67
2017-02-09,Toronto,Co-ed,475,559
2017-02-09,Toronto,Families,1663,1711
2017-02-09,Toronto,Men,1657,1729
2017-02-09,Toronto,Women,687,697
2017-02-09,Toronto,Youth,380,392
2017-02-10,Etobicoke,Youth,50,53
2017-02-10,North York,Youth,73,73
2017-02-10,Scarborough,Co-ed,65,67
2017-02-10,Toronto,Co-ed,409,527
2017-02-10,Toronto,Families,1742,1821
2017-02-10,Toronto,Men,1699,1749
2017-02-10,Toronto,Women,686,701
2017-02-10,Toronto,Youth,388,392
2017-02-11,Etobicoke,Youth,52,53
2017-02-11,North York,Youth,73,73
2017-02-11,Scarborough,Co-ed,67,67
2017-02-11,Toronto,Co-ed,412,519
2017-02-11,Toronto,Families,1899,1941
2017-02-11,Toronto,Men,1664,1751
2017-02-11,Toronto,Women,719,727
2017-02-11,Toronto,Youth,385,392
2017-02-12,Etobicoke,Youth,53,53
2017-02-12,North York,Youth,70,73
2017-02-12,Scarborough,Co-ed,63,67
2017-02-12,Toronto,Co-ed,494,519
2017-02-12,Toronto,Families,1907,1927
2017-02-12,Toronto,Men,1660,1814
2017-02-12,Toronto,Women,718,731
2017-02-12,Toronto,Youth,370,392
2017-02-13,Etobicoke,Youth,50,53
2017-02-13,North York,Youth,69,73
2017-02-13,Scarborough,Co-ed,65,67
2017-02-13,Scarborough,Youth,0,0
2017-02-13,Toronto,Co-ed,392,515
2017-02-13,Toronto,Families,1093,1156
2017-02-13,Toronto,Men,1694,1772
2017-02-13,Toronto,Women,662,697
2017-02-13,Toronto,Youth,374,392
2017-02-14,Etobicoke,Youth,49,53
2017-02-14,North York,Youth,70,73
2017-02-14,Scarborough,Co-ed,63,67
2017-02-14,Scarborough,Youth,0,0
2017-02-14,Toronto,Co-ed,393,515
2017-02-14,Toronto,Families,1104,1156
2017-02-14,Toronto,Men,1686,1772
2017-02-14,Toronto,Women,661,697
2017-02-14,Toronto,Youth,375,392
2017-02-15,Etobicoke,Youth,52,53
2017-02-15,North York,Youth,73,73
2017-02-15,Scarborough,Co-ed,66,67
2017-02-15,Scarborough,Youth,0,0
2017-02-15,Toronto,Co-ed,394,515
2017-02-15,Toronto,Families,1095,1156
2017-02-15,Toronto,Men,1689,1772
2017-02-15,Toronto,Women,656,697
2017-02-15,Toronto,Youth,378,392
2017-02-16,Etobicoke,Youth,52,53
2017-02-16,North York,Youth,69,73
2017-02-16,Scarborough,Co-ed,67,67
2017-02-16,Scarborough,Youth,0,0
2017-02-16,Toronto,Co-ed,393,515
2017-02-16,Toronto,Families,1103,1156
2017-02-16,Toronto,Men,1683,1772
2017-02-16,Toronto,Women,659,697
2017-02-16,Toronto,Youth,377,392
2017-02-17,Etobicoke,Youth,52,53
2017-02-17,North York,Youth,73,73
2017-02-17,Scarborough,Co-ed,66,67
2017-02-17,Scarborough,Youth,0,0
2017-02-17,Toronto,Co-ed,475,515
2017-02-17,Toronto,Families,1106,1156
2017-02-17,Toronto,Men,1673,1772
2017-02-17,Toronto,Women,654,697
2017-02-17,Toronto,Youth,378,392
2017-02-18,Etobicoke,Youth,52,53
2017-02-18,North York,Youth,71,73
2017-02-18,Scarborough,Co-ed,67,67
2017-02-18,Scarborough,Youth,0,0
2017-02-18,Toronto,Co-ed,474,515
2017-02-18,Toronto,Families,1110,1156
2017-02-18,Toronto,Men,1659,1772
2017-02-18,Toronto,Women,657,697
2017-02-18,Toronto,Youth,380,392
2017-02-19,Etobicoke,Youth,52,53
2017-02-19,North York,Youth,73,73
2017-02-19,Scarborough,Co-ed,66,67
2017-02-19,Scarborough,Youth,0,0
2017-02-19,Toronto,Co-ed,468,515
2017-02-19,Toronto,Families,1110,1156
2017-02-19,Toronto,Men,1657,1772
2017-02-19,Toronto,Women,655,697
2017-02-19,Toronto,Youth,377,392
2017-02-20,Etobicoke,Youth,52,53
2017-02-20,North York,Youth,71,73
2017-02-20,Scarborough,Co-ed,67,67
2017-02-20,Scarborough,Youth,0,0
2017-02-20,Toronto,Co-ed,391,515
2017-02-20,Toronto,Families,1119,1156
2017-02-20,Toronto,Men,1675,1772
2017-02-20,Toronto,Women,662,697
2017-02-20,Toronto,Youth,380,392
2017-02-21,Etobicoke,Youth,52,53
2017-02-21,North York,Youth,72,73
2017-02-21,Scarborough,Co-ed,65,67
2017-02-21,Scarborough,Youth,0,0
2017-02-21,Toronto,Co-ed,394,515
2017-02-21,Toronto,Families,1112,1156
2017-02-21,Toronto,Men,1677,1778
2017-02-21,Toronto,Women,663,697
2017-02-21,Toronto,Youth,380,392
2017-02-22,Etobicoke,Youth,50,53
2017-02-22,North York,Youth,72,73
2017-02-22,Scarborough,Co-ed,67,67
2017-02-22,Scarborough,Youth,0,0
2017-02-22,Toronto,Co-ed,390,515
2017-02-22,Toronto,Families,1120,1156
2017-02-22,Toronto,Men,1674,1778
2017-02-22,Toronto,Women,669,697
2017-02-22,Toronto,Youth,383,392
2017-02-23,Etobicoke,Youth,51,53
2017-02-23,North York,Youth,71,73
2017-02-23,Scarborough,Co-ed,67,67
2017-02-23,Scarborough,Youth,0,0
2017-02-23,Toronto,Co-ed,392,515
2017-02-23,Toronto,Families,1135,1156
2017-02-23,Toronto,Men,1659,1784
2017-02-23,Toronto,Women,672,697
2017-02-23,Toronto,Youth,382,392
2017-02-24,Etobicoke,Youth,51,53
2017-02-24,North York,Youth,71,73
2017-02-24,Scarborough,Co-ed,66,67
2017-02-24,Scarborough,Youth,0,0
2017-02-24,Toronto,Co-ed,463,515
2017-02-24,Toronto,Families,1156,1156
2017-02-24,Toronto,Men,1661,1784
2017-02-24,Toronto,Women,669,697
2017-02-24,Toronto,Youth,382,392
2017-02-25,Etobicoke,Youth,51,53
2017-02-25,North York,Youth,71,73
2017-02-25,Scarborough,Co-ed,67,67
2017-02-25,Scarborough,Youth,0,0
2017-02-25,Toronto,Co-ed,462,515
2017-02-25,Toronto,Families,1153,1156
2017-02-25,Toronto,Men,1648,1784
2017-02-25,Toronto,Women,660,697
2017-02-25,Toronto,Youth,385,392
2017-02-26,Etobicoke,Youth,50,53
2017-02-26,North York,Youth,72,73
2017-02-26,Scarborough,Co-ed,64,67
2017-02-26,Scarborough,Youth,0,0
2017-02-26,Toronto,Co-ed,462,515
2017-02-26,Toronto,Families,1156,1156
2017-02-26,Toronto,Men,1651,1784
2017-02-26,Toronto,Women,670,697
2017-02-26,Toronto,Youth,382,392
2017-02-27,Etobicoke,Youth,52,53
2017-02-27,North York,Youth,73,73
2017-02-27,Scarborough,Co-ed,65,67
2017-02-27,Scarborough,Youth,0,0
2017-02-27,Toronto,Co-ed,376,515
2017-02-27,Toronto,Families,1155,1156
2017-02-27,Toronto,Men,1673,1774
2017-02-27,Toronto,Women,671,697
2017-02-27,Toronto,Youth,379,392
2017-02-28,Etobicoke,Youth,52,53
2017-02-28,North York,Youth,71,73
2017-02-28,Scarborough,Co-ed,64,67
2017-02-28,Scarborough,Youth,0,0
2017-02-28,Toronto,Co-ed,379,515
2017-02-28,Toronto,Families,1166,1156
2017-02-28,Toronto,Men,1676,1774
2017-02-28,Toronto,Women,664,697
2017-02-28,Toronto,Youth,372,392
2017-03-01,Etobicoke,Youth,51,53
2017-03-01,North York,Youth,70,73
2017-03-01,Scarborough,Co-ed,66,67
2017-03-01,Scarborough,Youth,0,0
2017-03-01,Toronto,Co-ed,452,515
2017-03-01,Toronto,Families,1041,1150
2017-03-01,Toronto,Men,1598,1706
2017-03-01,Toronto,Women,642,697
2017-03-01,Toronto,Youth,376,392
2017-03-02,Etobicoke,Youth,52,53
2017-03-02,North York,Youth,70,73
2017-03-02,Scarborough,Co-ed,67,67
2017-03-02,Scarborough,Youth,0,0
2017-03-02,Toronto,Co-ed,470,515
2017-03-02,Toronto,Families,1035,1156
2017-03-02,Toronto,Men,1674,1756
2017-03-02,Toronto,Women,667,697
2017-03-02,Toronto,Youth,377,392
2017-03-03,Etobicoke,Youth,52,53
2017-03-03,North York,Youth,70,73
2017-03-03,Scarborough,Co-ed,63,67
2017-03-03,Scarborough,Youth,0,0
2017-03-03,Toronto,Co-ed,479,515
2017-03-03,Toronto,Families,1121,1156
2017-03-03,Toronto,Men,1679,1780
2017-03-03,Toronto,Women,650,697
2017-03-03,Toronto,Youth,375,392
2017-03-04,Etobicoke,Youth,51,53
2017-03-04,North York,Youth,72,73
2017-03-04,Scarborough,Co-ed,67,67
2017-03-04,Scarborough,Youth,0,0
2017-03-04,Toronto,Co-ed,478,545
2017-03-04,Toronto,Families,1196,1331
2017-03-04,Toronto,Men,1659,1792
2017-03-04,Toronto,Women,665,685
2017-03-04,Toronto,Youth,380,392
2017-03-05,Etobicoke,Youth,51,53
2017-03-05,North York,Youth,73,73
2017-03-05,Scarborough,Co-ed,67,67
2017-03-05,Scarborough,Youth,0,0
2017-03-05,Toronto,Co-ed,425,555
2017-03-05,Toronto,Families,1355,1382
2017-03-05,Toronto,Men,1697,1792
2017-03-05,Toronto,Women,680,697
2017-03-05,Toronto,Youth,383,392
2017-03-06,Etobicoke,Youth,52,53
2017-03-06,North York,Youth,71,73
2017-03-06,Scarborough,Co-ed,66,67
2017-03-06,Scarborough,Youth,0,0
2017-03-06,Toronto,Co-ed,493,555
2017-03-06,Toronto,Families,1452,1442
2017-03-06,Toronto,Men,1672,1775
2017-03-06,Toronto,Women,670,697
2017-03-06,Toronto,Youth,367,392
2017-03-07,Etobicoke,Youth,51,53
2017-03-07,North York,Youth,70,73
2017-03-07,Scarborough,Co-ed,67,67
2017-03-07,Scarborough,Youth,0,0
2017-03-07,Toronto,Co-ed,421,559
2017-03-07,Toronto,Families,1521,1582
2017-03-07,Toronto,Men,1665,1751
2017-03-07,Toronto,Women,691,707
2017-03-07,Toronto,Youth,377,392
2017-03-08,Etobicoke,Youth,52,53
2017-03-08,North York,Youth,72,73
2017-03-08,Scarborough,Co-ed,66,67
2017-03-08,Toronto,Co-ed,421,559
2017-03-08,Toronto,Families,1629,1711
2017-03-08,Toronto,Men,1629,1739
2017-03-08,Toronto,Women,688,697
2017-03-08,Toronto,Youth,384,392
2017-03-09,Etobicoke,Youth,52,53
2017-03-09,North York,Youth,72,73
2017-03-09,Scarborough,Co-ed,66,67
2017-03-09,Toronto,Co-ed,485,559
2017-03-09,Toronto,Families,1663,1711
2017-03-09,Toronto,Men,1663,1729
2017-03-09,Toronto,Women,689,697
2017-03-09,Toronto,Youth,380,392
2017-03-10,Etobicoke,Youth,51,53
2017-03-10,North York,Youth,73,73
2017-03-10,Scarborough,Co-ed,67,67
2017-03-10,Toronto,Co-ed,409,527
2017-03-10,Toronto,Families,1762,1821
2017-03-10,Toronto,Men,1693,1749
2017-03-10,Toronto,Women,690,706
2017-03-10,Toronto,Youth,387,392
2017-03-11,Etobicoke,Youth,48,53
2017-03-11,North York,Youth,73,73
2017-03-11,Scarborough,Co-ed,67,67
2017-03-11,Toronto,Co-ed,492,519
2017-03-11,Toronto,Families,1898,1941
2017-03-11,Toronto,Men,1681,1751
2017-03-11,Toronto,Women,717,727
2017-03-11,Toronto,Youth,384,392
2017-03-12,Etobicoke,Youth,52,53
2017-03-12,North York,Youth,68,73
2017-03-12,Scarborough,Co-ed,66,67
2017-03-12,Toronto,Co-ed,491,519
2017-03-12,Toronto,Families,1910,1927
2017-03-12,Toronto,Men,1685,1814
2017-03-12,Toronto,Women,718,731
2017-03-12,Toronto,Youth,382,392
2017-03-13,Etobicoke,Youth,53,53
2017-03-13,North York,Youth,71,73
2017-03-13,Scarborough,Co-ed,67,67
2017-03-13,Scarborough,Youth,0,0
2017-03-13,Toronto,Co-ed,390,515
2017-03-13,Toronto,Families,1155,1156
2017-03-13,Toronto,Men,1689,1780
2017-03-13,Toronto,Women,676,685
2017-03-13,Toronto,Youth,374,392
2017-03-14,Etobicoke,Youth,53,53
2017-03-14,North York,Youth,70,73
2017-03-14,Scarborough,Co-ed,67,67
2017-03-14,Scarborough,Youth,0,0
2017-03-14,Toronto,Co-ed,391,515
2017-03-14,Toronto,Families,1161,1156
2017-03-14,Toronto,Men,1714,1780
2017-03-14,Toronto,Women,676,685
2017-03-14,Toronto,Youth,371,392
2017-03-15,Etobicoke,Youth,52,53
2017-03-15,North York,Youth,73,73
2017-03-15,Scarborough,Co-ed,67,67
2017-03-15,Scarborough,Youth,0,0
2017-03-15,Toronto,Co-ed,394,515
2017-03-15,Toronto,Families,1154,1156
2017-03-15,Toronto,Men,1719,1780
2017-03-15,Toronto,Women,676,685
2017-03-15,Toronto,Youth,377,392
2017-03-16,Etobicoke,Youth,53,53
2017-03-16,North York,Youth,72,73
2017-03-16,Scarborough,Co-ed,67,67
2017-03-16,Scarborough,Youth,0,0
2017-03-16,Toronto,Co-ed,394,515
2017-03-16,Toronto,Families,1161,1156
2017-03-16,Toronto,Men,1690,1780
2017-03-16,Toronto,Women,668,685
2017-03-16,Toronto,Youth,371,392
2017-03-17,Etobicoke,Youth,53,53
2017-03-17,North York,Youth,72,73
2017-03-17,Scarborough,Co-ed,66,67
2017-03-17,Scarborough,Youth,0,0
2017-03-17,Toronto,Co-ed,471,515
2017-03-17,Toronto,Families,1180,1156
2017-03-17,Toronto,Men,1717,1780
2017-03-17,Toronto,Women,671,685
2017-03-17,Toronto,Youth,375,392
2017-03-18,Etobicoke,Youth,53,53
2017-03-18,North York,Youth,72,73
2017-03-18,Scarborough,Co-ed,66,67
